protein_a,protein_b,weight
YEL026W,YMR014W,1.0
YEL026W,YMR031C,1.0
YEL026W,YMR304W,1.0
YEL026W,YNL155W,1.0
YEL026W,YPR178W,1.0
YEL030W,YBR058C,1.0
YEL030W,YDR044W,1.0
YEL030W,YDR111C,1.0
YEL030W,YJL138C,1.0
YEL030W,YKL191W,1.0
YEL030W,YLR203C,1.0
YEL030W,YNL250W,1.0
YEL034W,YJL128C,1.0
YEL034W,YJR047C,1.0
YEL034W,YKL047W,1.0
YEL034W,YKL212W,1.0
YEL034W,YLR069C,1.0
YEL034W,YNL085W,1.0
YEL034W,YNL250W,1.0
YEL034W,YNL293W,1.0
YEL034W,YNR051C,1.0
YEL034W,YOL059W,1.0
YEL034W,YPL144W,1.0
YEL034W,YPR173C,1.0
YEL037C,YBL075C,1.0
YEL037C,YBR109C,1.0
YEL037C,YBR234C,1.0
YEL037C,YDL007W,1.0
YEL037C,YDL029W,1.0
YEL037C,YDL190C,1.0
YEL037C,YDR081C,1.0
YEL037C,YDR172W,1.0
YEL037C,YDR363W-A,1.0
YEL037C,YDR394W,1.0
YEL037C,YDR427W,1.0
YEL037C,YER095W,1.0
YEL037C,YER162C,1.0
YEL037C,YFR004W,1.0
YEL037C,YHR027C,1.0
YEL037C,YHR200W,1.0
YEL037C,YIL075C,1.0
YEL037C,YJR065C,1.0
YEL037C,YKL145W,1.0
YEL037C,YLL050C,1.0
YEL037C,YML011C,1.0
YEL037C,YNR031C,1.0
YEL037C,YOR117W,1.0
YEL037C,YOR259C,1.0
YEL037C,YPL096W,1.0
YEL044W,YNL059C,1.0
YEL050C,YMR193W,1.0
YEL051W,YHR039C-A,1.0
YEL053C,YPR051W,1.0
YEL054C,YOR293W,1.0
YEL055C,YGR128C,1.0
YEL055C,YHR196W,1.0
YEL055C,YJL109C,1.0
YEL055C,YMR093W,1.0
YEL055C,YPL126W,1.0
YEL056W,YBR039W,1.0
YEL056W,YGR104C,1.0
YEL056W,YHR041C,1.0
YEL056W,YHR118C,1.0
YEL056W,YLL004W,1.0
YEL056W,YLL022C,1.0
YEL056W,YML065W,1.0
YEL056W,YML131W,1.0
YEL056W,YMR230W,1.0
YEL056W,YNL030W,1.0
YEL056W,YNL031C,1.0
YEL056W,YNL261W,1.0
YEL056W,YOR386W,1.0
YEL056W,YPL001W,1.0
YEL056W,YPR162C,1.0
YEL060C,YOR168W,1.0
YER006W,YGL213C,1.0
YER006W,YKL117W,1.0
YER006W,YLR371W,1.0
YER006W,YNL110C,1.0
YER006W,YNR053C,1.0
YER007C-A,YJR014W,1.0
YER012W,YDL203C,1.0
YER012W,YEL061C,1.0
YER012W,YER094C,1.0
YER012W,YGL096W,1.0
YER012W,YJL092W,1.0
YER012W,YJL132W,1.0
YER012W,YKL206C,1.0
YER012W,YLR290C,1.0
YER012W,YOR157C,1.0
YER013W,YMR016C,1.0
YER018C,YIL144W,1.0
YER018C,YMR117C,1.0
YER021W,YBL057C,1.0
YER021W,YBR168W,1.0
YER021W,YBR237W,1.0
YER021W,YCL061C,1.0
YER021W,YDL097C,1.0
YER021W,YDR052C,1.0
YER021W,YDR275W,1.0
YER021W,YDR379W,1.0
YER021W,YDR427W,1.0
YER021W,YEL057C,1.0
YER021W,YFR004W,1.0
YER021W,YFR010W,1.0
YER021W,YFR019W,1.0
YER021W,YFR052W,1.0
YER021W,YGL027C,1.0
YER021W,YGL048C,1.0
YER021W,YGL095C,1.0
YER021W,YGR232W,1.0
YER021W,YHL030W,1.0
YER021W,YHR025W,1.0
YER021W,YHR027C,1.0
YER021W,YHR084W,1.0
YER021W,YHR200W,1.0
YER021W,YIL075C,1.0
YER021W,YJL084C,1.0
YER021W,YJL165C,1.0
YER021W,YJL207C,1.0
YER021W,YKL100C,1.0
YER021W,YKL132C,1.0
YER021W,YKL145W,1.0
YER021W,YKR101W,1.0
YER021W,YLR181C,1.0
YER021W,YNL004W,1.0
YER021W,YOL018C,1.0
YER021W,YOR128C,1.0
YER021W,YOR259C,1.0
YER021W,YOR261C,1.0
YER021W,YPL002C,1.0
YER021W,YPR108W,1.0
YER022W,YGL025C,1.0
YER022W,YGL127C,1.0
YER022W,YGL151W,1.0
YER022W,YGR104C,1.0
YER022W,YHR041C,1.0
YER022W,YHR058C,1.0
YER022W,YLR071C,1.0
YER022W,YMR112C,1.0
YER022W,YNL236W,1.0
YER022W,YNR010W,1.0
YER022W,YOL051W,1.0
YER022W,YOL135C,1.0
YER022W,YOR174W,1.0
YER022W,YPL042C,1.0
YER022W,YPL210C,1.0
YER022W,YPR070W,1.0
YER022W,YPR168W,1.0
YER025W,YCR008W,1.0
YER025W,YDR211W,1.0
YER025W,YGR083C,1.0
YER025W,YHL004W,1.0
YER025W,YJR007W,1.0
YER025W,YLR215C,1.0
YER025W,YLR291C,1.0
YER025W,YMR309C,1.0
YER025W,YNR054C,1.0
YER025W,YOR260W,1.0
YER025W,YOR360C,1.0
YER025W,YOR361C,1.0
YER025W,YPR041W,1.0
YER027C,YDR028C,1.0
YER027C,YER129W,1.0
YER027C,YER162C,1.0
YER027C,YGL115W,1.0
YER029C,YBR152W,1.0
YER029C,YDL043C,1.0
YER029C,YDR240C,1.0
YER029C,YFL017W-A,1.0
YER029C,YKL012W,1.0
YER029C,YKL173W,1.0
YER029C,YLR147C,1.0
YER029C,YLR275W,1.0
YER029C,YLR298C,1.0
YER029C,YMR240C,1.0
YER029C,YNL092W,1.0
YER029C,YOR159C,1.0
YER029C,YOR308C,1.0
YER029C,YPL213W,1.0
YER029C,YPR178W,1.0
YER030W,YJL125C,1.0
YER030W,YOR361C,1.0
YER030W,YPL090C,1.0
YER032W,YLR144C,1.0
YER040W,YNL229C,1.0
YER048W-A,YKL192C,1.0
YER049W,YML131W,1.0
YER049W,YOR051C,1.0
YER050C,YDR494W,1.0
YER050C,YGR084C,1.0
YER050C,YGR215W,1.0
YER050C,YHR216W,1.0
YER050C,YLR432W,1.0
YER050C,YMR158W,1.0
YER050C,YMR290C,1.0
YER050C,YNL081C,1.0
YER050C,YOR158W,1.0
YER050C,YPL013C,1.0
YER060W,YFL002C,1.0
YER062C,YER171W,1.0
YER062C,YGL090W,1.0
YER062C,YIL045W,1.0
YER062C,YKL069W,1.0
YER062C,YMR091C,1.0
YER062C,YNL281W,1.0
YER064C,YGL039W,1.0
YER064C,YKL128C,1.0
YER064C,YKL157W,1.0
YER064C,YKR038C,1.0
YER064C,YMR068W,1.0
YER065C,YJL168C,1.0
YER065C,YLR270W,1.0
YER070W,YIL066C,1.0
YER070W,YJL026W,1.0
YER071C,YIR003W,1.0
YER081W,YIL074C,1.0
YER083C,YGL020C,1.0
YER086W,YLR355C,1.0
YER088C,YNL091W,1.0
YER090W,YDR169C,1.0
YER090W,YKL211C,1.0
YER091C,YOL013C,1.0
YER092W,YEL044W,1.0
YER092W,YFL013C,1.0
YER092W,YGL150C,1.0
YER092W,YLR052W,1.0
YER092W,YOR141C,1.0
YER092W,YOR189W,1.0
YER094C,YCR076C,1.0
YER094C,YOR157C,1.0
YER095W,YML032C,1.0
YER110C,YAR002W,1.0
YER110C,YHR066W,1.0
YER110C,YJL138C,1.0
YER110C,YKL028W,1.0
YER110C,YMR031C,1.0
YER110C,YNL122C,1.0
YER110C,YOL034W,1.0
YER111C,YIL050W,1.0
YER111C,YOR083W,1.0
YER111C,YPL160W,1.0
YER112W,YDR378C,1.0
YER112W,YDR473C,1.0
YER112W,YGL173C,1.0
YER112W,YGR091W,1.0
YER112W,YJL124C,1.0
YER112W,YLR438C-A,1.0
YER112W,YNL147W,1.0
YER116C,YNL088W,1.0
YER125W,YJL084C,1.0
YER125W,YMR275C,1.0
YER125W,YOR138C,1.0
YER125W,YOR322C,1.0
YER125W,YPR161C,1.0
YER131W,YJL109C,1.0
YER131W,YLR333C,1.0
YER131W,YLR435W,1.0
YER131W,YPR161C,1.0
YER133W,YFR003C,1.0
YER133W,YKL193C,1.0
YER133W,YLL013C,1.0
YER133W,YLR028C,1.0
YER133W,YMR311C,1.0
YER133W,YNL233W,1.0
YER133W,YOR227W,1.0
YER133W,YPL137C,1.0
YER136W,YLR262C,1.0
YER136W,YOR089C,1.0
YER146W,YDR378C,1.0
YER146W,YFL017W-A,1.0
YER146W,YGL173C,1.0
YER146W,YJL124C,1.0
YER146W,YLR438C-A,1.0
YER146W,YNL092W,1.0
YER147C,YFL016C,1.0
YER147C,YLR432W,1.0
YER148W,YGR246C,1.0
YER148W,YHR036W,1.0
YER148W,YNL138W,1.0
YER151C,YDL147W,1.0
YER151C,YDR363W-A,1.0
YER151C,YMR173W,1.0
YER151C,YNR051C,1.0
YER151C,YOL109W,1.0
YER153C,YNL274C,1.0
YER157W,YJR010C-A,1.0
YER157W,YPR105C,1.0
YER162C,YGL167C,1.0
YER162C,YHR039C,1.0
YER162C,YIL063C,1.0
YER162C,YKL005C,1.0
YER162C,YKL159C,1.0
YER162C,YML011C,1.0
YER164W,YGL019W,1.0
YER164W,YOR039W,1.0
YER171W,YHR042W,1.0
YER172C,YDL085C-A,1.0
YER172C,YFL017W-A,1.0
YER172C,YKL173W,1.0
YER174C,YGR262C,1.0
YER177W,YBR059C,1.0
YER177W,YDR028C,1.0
YER177W,YER016W,1.0
YER177W,YFR017C,1.0
YER177W,YGL181W,1.0
YER177W,YGR097W,1.0
YER177W,YIR003W,1.0
YER177W,YLR256W,1.0
YER177W,YMR086W,1.0
YER177W,YNR047W,1.0
YER177W,YOL013C,1.0
YER177W,YOR140W,1.0
YER177W,YOR220W,1.0
YFL002C,YMR097C,1.0
YFL002C,YOR355W,1.0
YFL008W,YCR082W,1.0
YFL008W,YJL074C,1.0
YFL008W,YPL155C,1.0
YFL013C,YBL106C,1.0
YFL013C,YEL034W,1.0
YFL013C,YGL150C,1.0
YFL013C,YGR285C,1.0
YFL013C,YKL081W,1.0
YFL013C,YLR052W,1.0
YFL013C,YLR249W,1.0
YFL013C,YNL059C,1.0
YFL013C,YNL215W,1.0
YFL013C,YOR141C,1.0
YFL013C,YOR189W,1.0
YFL013C,YPL048W,1.0
YFL014W,YBR109C,1.0
YFL016C,YFR019W,1.0
YFL017W-A,YLR014C,1.0
YFL018C,YFR049W,1.0
YFL023W,YLR200W,1.0
YFL024C,YHR090C,1.0
YFL024C,YJR082C,1.0
YFL024C,YNL136W,1.0
YFL024C,YOR244W,1.0
YFL034W,YKL135C,1.0
YFL034W,YLR170C,1.0
YFL037W,YJL159W,1.0
YFL054C,YML006C,1.0
YFR001W,YPR161C,1.0
YFR002W,YGR119C,1.0
YFR004W,YDL097C,1.0
YFR004W,YDR427W,1.0
YFR004W,YFR010W,1.0
YFR004W,YFR052W,1.0
YFR004W,YGL048C,1.0
YFR004W,YHR027C,1.0
YFR004W,YHR200W,1.0
YFR004W,YIL075C,1.0
YFR004W,YIR012W,1.0
YFR004W,YKL145W,1.0
YFR004W,YMR191W,1.0
YFR004W,YOR117W,1.0
YFR004W,YOR209C,1.0
YFR004W,YOR259C,1.0
YFR004W,YOR261C,1.0
YFR004W,YPR108W,1.0
YFR009W,YGL195W,1.0
YFR009W,YHL039W,1.0
YFR009W,YNL186W,1.0
YFR010W,YBL054W,1.0
YFR010W,YCR014C,1.0
YFR010W,YDL097C,1.0
YFR010W,YDL175C,1.0
YFR010W,YDR108W,1.0
YFR010W,YDR427W,1.0
YFR010W,YFR052W,1.0
YFR010W,YGL048C,1.0
YFR010W,YHR027C,1.0
YFR010W,YHR200W,1.0
YFR010W,YIL075C,1.0
YFR010W,YJR066W,1.0
YFR010W,YKL007W,1.0
YFR010W,YKL145W,1.0
YFR010W,YLR421C,1.0
YFR010W,YOR117W,1.0
YFR010W,YOR124C,1.0
YFR010W,YOR259C,1.0
YFR010W,YOR261C,1.0
YFR010W,YPR108W,1.0
YFR013W,YDL053C,1.0
YFR015C,YJL137C,1.0
YFR015C,YKR058W,1.0
YFR015C,YLR258W,1.0
YFR017C,YPR184W,1.0
YFR019W,YDL111C,1.0
YFR021W,YFR040W,1.0
YFR021W,YHR070W,1.0
YFR024C-A,YHR016C,1.0
YFR024C-A,YMR259C,1.0
YFR024C-A,YOR042W,1.0
YFR031C,YDR325W,1.0
YFR031C,YFR025C,1.0
YFR031C,YLR086W,1.0
YFR031C,YLR272C,1.0
YFR031C,YOR027W,1.0
YFR032C,YKL058W,1.0
YFR034C,YHR008C,1.0
YFR034C,YNL015W,1.0
YFR037C,YDR303C,1.0
YFR037C,YFL024C,1.0
YFR037C,YGR056W,1.0
YFR037C,YGR275W,1.0
YFR037C,YIL126W,1.0
YFR037C,YKR008W,1.0
YFR037C,YLR033W,1.0
YFR037C,YLR321C,1.0
YFR037C,YLR357W,1.0
YFR037C,YML127W,1.0
YFR037C,YMR033W,1.0
YFR037C,YMR091C,1.0
YFR037C,YPR034W,1.0
YFR050C,YER012W,1.0
YFR050C,YER094C,1.0
YFR050C,YGL011C,1.0
YFR050C,YGR135W,1.0
YFR050C,YGR253C,1.0
YFR050C,YJL001W,1.0
YFR050C,YML092C,1.0
YFR050C,YMR314W,1.0
YFR050C,YOL038W,1.0
YFR050C,YOR157C,1.0
YFR050C,YOR362C,1.0
YFR050C,YPR103W,1.0
YFR051C,YIL076W,1.0
YFR052W,YAL042W,1.0
YFR052W,YDL030W,1.0
YFR052W,YDL097C,1.0
YFR052W,YDL148C,1.0
YFR052W,YDR427W,1.0
YFR052W,YGL048C,1.0
YFR052W,YGL078C,1.0
YFR052W,YGL095C,1.0
YFR052W,YGL178W,1.0
YFR052W,YHR027C,1.0
YFR052W,YHR102W,1.0
YFR052W,YHR200W,1.0
YFR052W,YIL075C,1.0
YFR052W,YKL145W,1.0
YFR052W,YKL203C,1.0
YFR052W,YMR048W,1.0
YFR052W,YMR089C,1.0
YFR052W,YOR259C,1.0
YFR052W,YOR261C,1.0
YFR052W,YPL082C,1.0
YFR052W,YPR108W,1.0
YFR053C,YDR165W,1.0
YFR053C,YEL023C,1.0
YFR053C,YGL253W,1.0
YFR053C,YLR131C,1.0
YFR053C,YLR135W,1.0
YFR053C,YLR231C,1.0
YFR053C,YOR081C,1.0
YGL005C,YGL223C,1.0
YGL005C,YKL159C,1.0
YGL005C,YML071C,1.0
YGL005C,YNL041C,1.0
YGL005C,YNL051W,1.0
YGL008C,YBR159W,1.0
YGL008C,YDL095W,1.0
YGL008C,YGL167C,1.0
YGL008C,YHR039C,1.0
YGL008C,YJR010C-A,1.0
YGL009C,YGR171C,1.0
YGL009C,YGR207C,1.0
YGL009C,YGR250C,1.0
YGL009C,YPL028W,1.0
YGL011C,YBL020W,1.0
YGL011C,YBR173C,1.0
YGL011C,YDR400W,1.0
YGL011C,YER012W,1.0
YGL011C,YER094C,1.0
YGL011C,YGR097W,1.0
YGL011C,YGR135W,1.0
YGL011C,YGR253C,1.0
YGL011C,YIL099W,1.0
YGL011C,YIR030C,1.0
YGL011C,YJL001W,1.0
YGL011C,YJL088W,1.0
YGL011C,YKR070W,1.0
YGL011C,YLR211C,1.0
YGL011C,YLR249W,1.0
YGL011C,YML092C,1.0
YGL011C,YMR314W,1.0
YGL011C,YOL038W,1.0
YGL011C,YOL146W,1.0
YGL011C,YOR157C,1.0
YGL011C,YOR362C,1.0
YGL011C,YPR103W,1.0
YGL014W,YDR314C,1.0
YGL014W,YDR519W,1.0
YGL014W,YGL045W,1.0
YGL014W,YGL203C,1.0
YGL014W,YIL043C,1.0
YGL014W,YJR010C-A,1.0
YGL014W,YJR025C,1.0
YGL014W,YNL112W,1.0
YGL014W,YNL317W,1.0
YGL014W,YOR195W,1.0
YGL019W,YKL088W,1.0
YGL019W,YMR172W,1.0
YGL019W,YNL031C,1.0
YGL019W,YOR039W,1.0
YGL025C,YEL034W,1.0
YGL025C,YGL127C,1.0
YGL025C,YGL151W,1.0
YGL025C,YGR104C,1.0
YGL025C,YHR058C,1.0
YGL025C,YNL236W,1.0
YGL025C,YNR010W,1.0
YGL025C,YOL051W,1.0
YGL025C,YOR174W,1.0
YGL025C,YPR070W,1.0
YGL025C,YPR168W,1.0
YGL043W,YGL070C,1.0
YGL043W,YIL021W,1.0
YGL043W,YOL005C,1.0
YGL043W,YPR008W,1.0
YGL044C,YMR061W,1.0
YGL044C,YOR250C,1.0
YGL048C,YDL097C,1.0
YGL048C,YDR427W,1.0
YGL048C,YGL004C,1.0
YGL048C,YGL141W,1.0
YGL048C,YGR232W,1.0
YGL048C,YHR027C,1.0
YGL048C,YHR200W,1.0
YGL048C,YIL075C,1.0
YGL048C,YKL145W,1.0
YGL048C,YMR016C,1.0
YGL048C,YOR117W,1.0
YGL048C,YOR259C,1.0
YGL048C,YOR261C,1.0
YGL048C,YPR108W,1.0
YGL049C,YGR162W,1.0
YGL049C,YML017W,1.0
YGL050W,YIL050W,1.0
YGL055W,YJR010C-A,1.0
YGL058W,YDL074C,1.0
YGL058W,YGR180C,1.0
YGL058W,YLR024C,1.0
YGL058W,YML101C,1.0
YGL058W,YMR100W,1.0
YGL061C,YDR320C-A,1.0
YGL061C,YKL052C,1.0
YGL061C,YKR037C,1.0
YGL061C,YKR083C,1.0
YGL061C,YMR308C,1.0
YGL061C,YOR304C-A,1.0
YGL062W,YDR523C,1.0
YGL066W,YLL026W,1.0
YGL066W,YPL047W,1.0
YGL068W,YML025C,1.0
YGL070C,YBL059W,1.0
YGL070C,YBL082C,1.0
YGL070C,YCR079W,1.0
YGL070C,YDR404C,1.0
YGL070C,YGL014W,1.0
YGL070C,YGR005C,1.0
YGL070C,YGR063C,1.0
YGL070C,YGR186W,1.0
YGL070C,YIL021W,1.0
YGL070C,YJL140W,1.0
YGL070C,YOL005C,1.0
YGL070C,YOR151C,1.0
YGL070C,YOR210W,1.0
YGL070C,YOR224C,1.0
YGL070C,YPL129W,1.0
YGL070C,YPR187W,1.0
YGL073W,YJL194W,1.0
YGL073W,YLR419W,1.0
YGL079W,YLR408C,1.0
YGL086W,YJL030W,1.0
YGL087C,YMR140W,1.0
YGL087C,YMR323W,1.0
YGL092W,YGL100W,1.0
YGL092W,YJR042W,1.0
YGL092W,YKL057C,1.0
YGL092W,YLR208W,1.0
YGL094C,YKL025C,1.0
YGL097W,YLR293C,1.0
YGL097W,YNL247W,1.0
YGL105W,YBR128C,1.0
YGL105W,YBR296C,1.0
YGL105W,YDR270W,1.0
YGL105W,YDR385W,1.0
YGL105W,YER157W,1.0
YGL105W,YGR264C,1.0
YGL105W,YHL009W-B,1.0
YGL105W,YHR131C,1.0
YGL105W,YIR033W,1.0
YGL105W,YJL092W,1.0
YGL105W,YKL050C,1.0
YGL105W,YLR138W,1.0
YGL105W,YLR247C,1.0
YGL105W,YMR280C,1.0
YGL105W,YNL021W,1.0
YGL105W,YNL119W,1.0
YGL105W,YNR013C,1.0
YGL105W,YOR017W,1.0
YGL105W,YOR197W,1.0
YGL106W,YAL029C,1.0
YGL106W,YBL079W,1.0
YGL106W,YBR001C,1.0
YGL106W,YBR030W,1.0
YGL106W,YBR058C,1.0
YGL106W,YBR079C,1.0
YGL106W,YBR109C,1.0
YGL106W,YBR130C,1.0
YGL106W,YBR218C,1.0
YGL106W,YCR008W,1.0
YGL106W,YDL181W,1.0
YGL106W,YDR017C,1.0
YGL106W,YDR171W,1.0
YGL106W,YDR457W,1.0
YGL106W,YEL037C,1.0
YGL106W,YER151C,1.0
YGL106W,YGR086C,1.0
YGL106W,YGR188C,1.0
YGL106W,YJL033W,1.0
YGL106W,YKL124W,1.0
YGL106W,YKL160W,1.0
YGL106W,YKR010C,1.0
YGL106W,YLR144C,1.0
YGL106W,YLR203C,1.0
YGL106W,YLR288C,1.0
YGL106W,YLR304C,1.0
YGL106W,YLR319C,1.0
YGL106W,YLR356W,1.0
YGL106W,YLR429W,1.0
YGL106W,YML011C,1.0
YGL106W,YML034W,1.0
YGL106W,YMR071C,1.0
YGL106W,YMR173W,1.0
YGL106W,YMR304W,1.0
YGL106W,YMR309C,1.0
YGL106W,YNL023C,1.0
YGL106W,YOL098C,1.0
YGL106W,YOL139C,1.0
YGL106W,YOR035C,1.0
YGL106W,YOR127W,1.0
YGL106W,YOR249C,1.0
YGL106W,YOR326W,1.0
YGL106W,YOR368W,1.0
YGL106W,YPL004C,1.0
YGL106W,YPL040C,1.0
YGL106W,YPR171W,1.0
YGL106W,YPR188C,1.0
YGL110C,YKR023W,1.0
YGL111W,YNL082W,1.0
YGL111W,YOR380W,1.0
YGL112C,YDR176W,1.0
YGL112C,YDR392W,1.0
YGL112C,YDR448W,1.0
YGL112C,YGL066W,1.0
YGL112C,YGR252W,1.0
YGL112C,YGR274C,1.0
YGL112C,YML015C,1.0
YGL112C,YML098W,1.0
YGL112C,YMR005W,1.0
YGL112C,YMR227C,1.0
YGL112C,YMR236W,1.0
YGL112C,YPL011C,1.0
YGL112C,YPL047W,1.0
YGL112C,YPL254W,1.0
YGL115W,YDR422C,1.0
YGL115W,YER129W,1.0
YGL115W,YOR142W,1.0
YGL116W,YNL024C,1.0
YGL120C,YCR035C,1.0
YGL120C,YEL054C,1.0
YGL120C,YGL128C,1.0
YGL120C,YJL050W,1.0
YGL120C,YKR022C,1.0
YGL120C,YLR424W,1.0
YGL120C,YNL224C,1.0
YGL120C,YOL115W,1.0
YGL121C,YLR278C,1.0
YGL121C,YMR048W,1.0
YGL122C,YGL049C,1.0
YGL122C,YMR255W,1.0
YGL124C,YML007W,1.0
YGL124C,YOR151C,1.0
YGL127C,YCR081W,1.0
YGL127C,YGR104C,1.0
YGL127C,YHR041C,1.0
YGL127C,YHR058C,1.0
YGL127C,YLR071C,1.0
YGL127C,YNL236W,1.0
YGL127C,YNR010W,1.0
YGL127C,YOL051W,1.0
YGL127C,YOL135C,1.0
YGL127C,YOR174W,1.0
YGL127C,YPR070W,1.0
YGL127C,YPR168W,1.0
YGL128C,YLR424W,1.0
YGL129C,YER050C,1.0
YGL129C,YGR165W,1.0
YGL129C,YHL004W,1.0
YGL129C,YJR113C,1.0
YGL129C,YNL137C,1.0
YGL130W,YPL228W,1.0
YGL131C,YIL101C,1.0
YGL133W,YCL032W,1.0
YGL133W,YJL065C,1.0
YGL133W,YOR304W,1.0
YGL137W,YDL145C,1.0
YGL137W,YDR047W,1.0
YGL137W,YDR238C,1.0
YGL137W,YFR051C,1.0
YGL137W,YIL076W,1.0
YGL137W,YLR260W,1.0
YGL137W,YNL255C,1.0
YGL137W,YNL287W,1.0
YGL137W,YPL010W,1.0
YGL150C,YEL044W,1.0
YGL150C,YLR052W,1.0
YGL150C,YOR141C,1.0
YGL150C,YOR189W,1.0
YGL151W,YGR104C,1.0
YGL151W,YNL236W,1.0
YGL151W,YOL135C,1.0
YGL155W,YKL019W,1.0
YGL157W,YCR014C,1.0
YGL157W,YGL171W,1.0
YGL157W,YJL023C,1.0
YGL157W,YMR034C,1.0
YGL164C,YOR185C,1.0
YGL167C,YBL030C,1.0
YGL167C,YBR085W,1.0
YGL167C,YDR342C,1.0
YGL167C,YIL146C,1.0
YGL172W,YJL041W,1.0
YGL173C,YDR378C,1.0
YGL173C,YGL213C,1.0
YGL173C,YGR054W,1.0
YGL173C,YHL034C,1.0
YGL173C,YKL023W,1.0
YGL173C,YLR398C,1.0
YGL173C,YLR438C-A,1.0
YGL173C,YNL175C,1.0
YGL173C,YPR161C,1.0
YGL174W,YMR240C,1.0
YGL187C,YNL052W,1.0
YGL190C,YML109W,1.0
YGL190C,YMR304W,1.0
YGL190C,YOR162C,1.0
YGL195W,YML093W,1.0
YGL197W,YIL051C,1.0
YGL197W,YLR310C,1.0
YGL200C,YDL014W,1.0
YGL200C,YDL053C,1.0
YGL200C,YFR015C,1.0
YGL200C,YLR150W,1.0
YGL200C,YML012W,1.0
YGL207W,YBR010W,1.0
YGL207W,YBR084W,1.0
YGL207W,YBR279W,1.0
YGL207W,YCR020W-B,1.0
YGL207W,YCR082W,1.0
YGL207W,YDR108W,1.0
YGL207W,YDR224C,1.0
YGL207W,YDR225W,1.0
YGL207W,YER155C,1.0
YGL207W,YER164W,1.0
YGL207W,YGL019W,1.0
YGL207W,YGL244W,1.0
YGL207W,YGL252C,1.0
YGL207W,YGR097W,1.0
YGL207W,YHR035W,1.0
YGL207W,YIL021W,1.0
YGL207W,YJR089W,1.0
YGL207W,YKR048C,1.0
YGL207W,YLR399C,1.0
YGL207W,YLR418C,1.0
YGL207W,YMR041C,1.0
YGL207W,YMR049C,1.0
YGL207W,YMR125W,1.0
YGL207W,YNL030W,1.0
YGL207W,YNL031C,1.0
YGL207W,YNL088W,1.0
YGL207W,YNL162W,1.0
YGL207W,YOL006C,1.0
YGL207W,YOL013C,1.0
YGL207W,YOL054W,1.0
YGL207W,YOL088C,1.0
YGL207W,YOL145C,1.0
YGL207W,YOR039W,1.0
YGL207W,YOR052C,1.0
YGL207W,YOR061W,1.0
YGL207W,YOR101W,1.0
YGL207W,YOR123C,1.0
YGL213C,YKL015W,1.0
YGL213C,YKL023W,1.0
YGL213C,YLR398C,1.0
YGL213C,YPR189W,1.0
YGL223C,YNL041C,1.0
YGL223C,YNL051W,1.0
YGL227W,YBR105C,1.0
YGL227W,YCL039W,1.0
YGL227W,YDL176W,1.0
YGL227W,YDR255C,1.0
YGL227W,YIL017C,1.0
YGL227W,YIL097W,1.0
YGL227W,YMR135C,1.0
YGL232W,YPL212C,1.0
YGL240W,YDR118W,1.0
YGL240W,YHR166C,1.0
YGL240W,YIR025W,1.0
YGL240W,YKL022C,1.0
YGL240W,YLR127C,1.0
YGL240W,YNL172W,1.0
YGL241W,YDR224C,1.0
YGL241W,YDR225W,1.0
YGL241W,YKR048C,1.0
YGL241W,YOL012C,1.0
YGL242C,YKL035W,1.0
YGL242C,YKL129C,1.0
YGL242C,YMR109W,1.0
YGL244W,YLR418C,1.0
YGL244W,YOL145C,1.0
YGL244W,YOR123C,1.0
YGL245W,YBL032W,1.0
YGL245W,YCL014W,1.0
YGL245W,YCL029C,1.0
YGL245W,YDL031W,1.0
YGL245W,YDL095W,1.0
YGL245W,YDL103C,1.0
YGL245W,YDR480W,1.0
YGL245W,YGL105W,1.0
YGL245W,YGR207C,1.0
YGL245W,YGR264C,1.0
YGL245W,YHR111W,1.0
YGL245W,YIL063C,1.0
YGL245W,YJR094W-A,1.0
YGL245W,YKL108W,1.0
YGL245W,YKR083C,1.0
YGL245W,YLR135W,1.0
YGL245W,YMR048W,1.0
YGL245W,YNL045W,1.0
YGL245W,YOL012C,1.0
YGL245W,YOR081C,1.0
YGL245W,YOR097C,1.0
YGL245W,YPL074W,1.0
YGL245W,YPL144W,1.0
YGL245W,YPL201C,1.0
YGL245W,YPL245W,1.0
YGL246C,YOR048C,1.0
YGL251C,YLR249W,1.0
YGL252C,YNL031C,1.0
YGL252C,YNL076W,1.0
YGL252C,YNL208W,1.0
YGL253W,YNL206C,1.0
YGL253W,YOL097C,1.0
YGR002C,YDR359C,1.0
YGR002C,YEL018W,1.0
YGR002C,YFL024C,1.0
YGR002C,YHR090C,1.0
YGR002C,YJR082C,1.0
YGR002C,YLR385C,1.0
YGR002C,YNL107W,1.0
YGR002C,YNL136W,1.0
YGR005C,YGR072W,1.0
YGR005C,YIL021W,1.0
YGR005C,YOL005C,1.0
YGR005C,YOR210W,1.0
YGR005C,YPL129W,1.0
YGR010W,YLR328W,1.0
YGR013W,YDL087C,1.0
YGR013W,YDR235W,1.0
YGR013W,YDR240C,1.0
YGR013W,YFL017W-A,1.0
YGR013W,YHR086W,1.0
YGR013W,YIL061C,1.0
YGR013W,YKL012W,1.0
YGR013W,YLR275W,1.0
YGR013W,YLR298C,1.0
YGR013W,YML046W,1.0
YGR020C,YHR039C-A,1.0
YGR020C,YLR090W,1.0
YGR020C,YPL201C,1.0
YGR020C,YPR036W,1.0
YGR031W,YIL107C,1.0
